sample;annotation
тирами;[(0, 6, 'B-TYPE')]
тирамиму;[(0, 8, 'B-TYPE')]
тирамиссо;[(0, 9, 'B-TYPE')]
тирамиссу;[(0, 9, 'B-TYPE')]
тирамису;[(0, 8, 'B-TYPE')]
тиремесу;[(0, 8, 'B-TYPE')]
тиреяки;[(0, 7, 'B-TYPE')]
тирички;[(0, 7, 'B-TYPE')]
тирияк;[(0, 6, 'B-TYPE')]
тирияки;[(0, 7, 'B-TYPE')]
тиро;[(0, 4, 'B-TYPE')]
тироль;[(0, 6, 'B-BRAND')]
тирьяки;[(0, 7, 'B-TYPE')]
тис;[(0, 3, 'O')]
тиски;[(0, 5, 'B-TYPE')]
тиски, струбцин;[(0, 6, 'B-TYPE'), (7, 15, 'I-TYPE')]
тиски, струбцины;[(0, 6, 'B-TYPE'), (7, 16, 'I-TYPE')]
тифтел;[(0, 6, 'B-TYPE')]
тйгурт;[(0, 6, 'B-TYPE')]
тйогурт;[(0, 7, 'B-TYPE')]
ткмпоны;[(0, 7, 'B-TYPE')]
ткрияке;[(0, 7, 'B-TYPE')]
ткрияки;[(0, 7, 'B-TYPE')]
ткшенка;[(0, 7, 'B-TYPE')]
тлвор жк;[(0, 5, 'O'), (6, 8, 'O')]
тло;[(0, 3, 'O')]
тлц;[(0, 3, 'O')]
тмин;[(0, 4, 'B-TYPE')]
тмин cykor;[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND')]
тмин cykoria;[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND')]
тмин kam;[(0, 4, 'B-TYPE'), (5, 8, 'B-BRAND')]
тмин kamis;[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND')]
тмин или;[(0, 4, 'B-TYPE'), (5, 8, 'O')]
тмин мэт;[(0, 4, 'B-TYPE'), (5, 8, 'B-BRAND')]
тмин с.пудо;[(0, 4, 'B-TYPE'), (5, 11, 'B-BRAND')]
тмин с.пудов;[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND')]
тмин с.пудовъ;[(0, 4, 'B-TYPE'), (5, 13, 'B-BRAND')]
тн;[(0, 2, 'O')]
тндейка;[(0, 7, 'B-TYPE')]
тнеска;[(0, 6, 'B-TYPE')]
тнец;[(0, 4, 'B-TYPE')]
тнигири;[(0, 7, 'B-TYPE')]
тнин;[(0, 4, 'B-TYPE')]
тновыводител;[(0, 12, 'O')]
то;[(0, 2, 'O')]
то атный сок;[(0, 2, 'B-TYPE'), (3, 8, 'I-TYPE'), (9, 12, 'I-TYPE')]
то5ик;[(0, 5, 'B-TYPE')]
тоамты;[(0, 6, 'B-TYPE')]
тоатная;[(0, 7, 'B-TYPE')]
тоаттория;[(0, 9, 'B-TYPE')]
тобеливатель;[(0, 12, 'B-TYPE')]
тобус;[(0, 5, 'B-BRAND')]
товары без сахара;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 17, 'O')]
товары красная цена;[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND'), (15, 19, 'I-BRAND')]
товорог;[(0, 7, 'B-TYPE')]
товорожок;[(0, 9, 'B-TYPE')]
тои;[(0, 3, 'B-TYPE')]
токбочки;[(0, 8, 'B-TYPE')]
толаты;[(0, 6, 'B-TYPE')]
толканка;[(0, 8, 'B-TYPE')]
толкуш;[(0, 6, 'B-TYPE')]
толкушк;[(0, 7, 'B-TYPE')]
толкушка;[(0, 8, 'B-TYPE')]
толстов;[(0, 7, 'B-TYPE')]
толстовкга;[(0, 10, 'B-TYPE')]
толстовки;[(0, 9, 'B-TYPE')]
толстовки m&;[(0, 9, 'B-TYPE'), (10, 12, 'B-BRAND')]
толстовки форва;[(0, 9, 'B-TYPE'), (10, 15, 'B-BRAND')]
толстовки форвар;[(0, 9, 'B-TYPE'), (10, 16, 'B-BRAND')]
толстовки форвард;[(0, 9, 'B-TYPE'), (10, 17, 'B-BRAND')]
том паста;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE')]
том ям;[(0, 3, 'B-TYPE'), (4, 6, 'I-TYPE')]
тома;[(0, 4, 'B-TYPE')]
тома ная паста;[(0, 4, 'B-TYPE'), (5, 8, 'I-TYPE'), (9, 14, 'I-TYPE')]
томаат;[(0, 6, 'B-TYPE')]
томаиная;[(0, 8, 'B-TYPE')]
томан;[(0, 5, 'B-TYPE')]
томант;[(0, 6, 'B-TYPE')]
томантнач;[(0, 9, 'B-TYPE')]
томантная;[(0, 9, 'B-TYPE')]
томат;[(0, 5, 'B-TYPE')]
томат global wila;[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND'), (13, 17, 'I-BRAND')]
томат ro;[(0, 5, 'B-TYPE'), (6, 8, 'B-BRAND')]
томат ros;[(0, 5, 'B-TYPE'), (6, 9, 'B-BRAND')]
томат rost;[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND')]
томат в собстве;[(0, 5, 'B-TYPE'), (6, 7, 'O'), (8, 15, 'O')]
томат ро;[(0, 5, 'B-TYPE'), (6, 8, 'B-BRAND')]
томат рос;[(0, 5, 'B-TYPE'), (6, 9, 'B-BRAND')]
томат рост;[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND')]
томат черри;[(0, 5, 'B-TYPE'), (6, 11, 'I-TYPE')]
томата;[(0, 6, 'B-TYPE')]
томатая;[(0, 7, 'B-TYPE')]
томатв;[(0, 6, 'B-TYPE')]
томате;[(0, 6, 'B-TYPE')]
томатеая;[(0, 8, 'B-TYPE')]
томатж;[(0, 6, 'B-TYPE')]
томати;[(0, 6, 'B-TYPE')]
томатй;[(0, 6, 'B-TYPE')]
томатка;[(0, 7, 'B-TYPE')]
томатн;[(0, 6, 'B-TYPE')]
томатна;[(0, 7, 'B-TYPE')]
томатна паста;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE')]
томатнаа;[(0, 8, 'B-TYPE')]
томатнав;[(0, 8, 'B-TYPE')]
томатнач;[(0, 8, 'B-TYPE')]
томатнаы;[(0, 8, 'B-TYPE')]
томатная;[(0, 8, 'B-TYPE')]
томатная пас;[(0, 8, 'B-TYPE'), (9, 12, 'I-TYPE')]
томатная паст;[(0, 8, 'B-TYPE'), (9, 13, 'I-TYPE')]
томатная паста;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]
томатная паста байсад;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE'), (15, 21, 'B-BRAND')]
томатная пата;[(0, 8, 'B-TYPE'), (9, 13, 'I-TYPE')]
томатная.;[(0, 9, 'B-TYPE')]
томатнаяй;[(0, 9, 'B-TYPE')]
томатнвя;[(0, 8, 'B-TYPE')]
томатний;[(0, 8, 'B-TYPE')]
томатнк;[(0, 7, 'B-TYPE')]
томатнкя;[(0, 8, 'B-TYPE')]
томатно;[(0, 7, 'B-TYPE')]
томатное;[(0, 8, 'B-TYPE')]
томатное пюре;[(0, 8, 'B-TYPE'), (9, 13, 'I-TYPE')]
томатной;[(0, 8, 'B-TYPE')]
томатноя;[(0, 8, 'B-TYPE')]
томатнпя;[(0, 8, 'B-TYPE')]
томатнся;[(0, 8, 'B-TYPE')]
томатны;[(0, 7, 'B-TYPE')]
томатные;[(0, 8, 'B-TYPE')]
томатный;[(0, 8, 'B-TYPE')]
томатный кетчуп;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE')]
томатный сок сады придонья;[(0, 8, 'B-TYPE'), (9, 12, 'B-TYPE'), (13, 17, 'B-BRAND'), (18, 26, 'I-BRAND')]
томатный соус;[(0, 8, 'B-TYPE'), (9, 13, 'I-TYPE')]
томатныц;[(0, 8, 'B-TYPE')]
томатня;[(0, 7, 'B-TYPE')]
томато;[(0, 6, 'B-TYPE')]
томатов;[(0, 7, 'B-TYPE')]
томатом;[(0, 7, 'B-TYPE')]
томатос;[(0, 7, 'B-TYPE')]
томатоты;[(0, 8, 'B-TYPE')]
томатрая;[(0, 8, 'B-TYPE')]
томатт;[(0, 6, 'B-TYPE')]
томатч;[(0, 6, 'B-TYPE')]
томаты;[(0, 6, 'B-TYPE')]
томаты ro;[(0, 6, 'B-TYPE'), (7, 9, 'B-BRAND')]
томаты ros;[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND')]
томаты rost;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
томаты в с;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 10, 'O')]
томаты в со;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 11, 'O')]
томаты в соб;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 12, 'O')]
томаты вяленые;[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE')]
томаты коктейльные;[(0, 6, 'B-TYPE'), (7, 18, 'I-TYPE')]
томаты консервированные;[(0, 6, 'B-TYPE'), (7, 23, 'I-TYPE')]
томаты маринованные;[(0, 6, 'B-TYPE'), (7, 19, 'I-TYPE')]
томаты медовые;[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE')]
томаты протертые;[(0, 6, 'B-TYPE'), (7, 16, 'I-TYPE')]
томаты резаные;[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE')]
томаты розовые;[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE')]
томаты фламенко сливов;[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND'), (16, 22, 'I-BRAND')]
томаты черри;[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE')]
томатыs;[(0, 7, 'B-TYPE')]
томатыг;[(0, 7, 'B-TYPE')]
томатый;[(0, 7, 'B-TYPE')]
томаьна;[(0, 7, 'B-TYPE')]
томаьная;[(0, 8, 'B-TYPE')]
томвты;[(0, 6, 'B-TYPE')]
тометы;[(0, 6, 'B-TYPE')]
томилка;[(0, 7, 'B-TYPE')]
томкты;[(0, 6, 'B-TYPE')]
томленое;[(0, 8, 'B-TYPE')]
томм;[(0, 4, 'B-TYPE')]
томмат;[(0, 6, 'B-TYPE')]
томмол;[(0, 6, 'B-TYPE')]
томотная;[(0, 8, 'B-TYPE')]
томтоввй;[(0, 8, 'B-TYPE')]
томтовый;[(0, 8, 'B-TYPE')]
томыты;[(0, 6, 'B-TYPE')]
томя;[(0, 4, 'B-TYPE')]
томям;[(0, 5, 'B-TYPE')]
тон;[(0, 3, 'B-TYPE')]
тонат;[(0, 5, 'B-TYPE')]
тонизиру;[(0, 8, 'B-TYPE')]
тонизирующ;[(0, 10, 'B-TYPE')]
тонизирующий;[(0, 12, 'B-TYPE')]
тоник;[(0, 5, 'B-TYPE')]
тоника;[(0, 6, 'B-TYPE')]
тонкий лаваш;[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE')]
тонометры,темрометры;[(0, 20, 'B-TYPE')]
тонометры,термомет;[(0, 18, 'B-TYPE')]
тонометры,термометр;[(0, 19, 'B-TYPE')]
тонометры,термометры;[(0, 20, 'B-TYPE')]
тонометы,ерометы;[(0, 16, 'O')]
тоохун;[(0, 6, 'B-TYPE')]
топ;[(0, 3, 'B-TYPE')]
топатная паста;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]
топенамбур;[(0, 10, 'B-TYPE')]
топинабур;[(0, 9, 'B-TYPE')]
топинамбу;[(0, 9, 'B-TYPE')]
топинамбура;[(0, 11, 'B-TYPE')]
топинамруба;[(0, 11, 'B-TYPE')]
топинг;[(0, 6, 'B-TYPE')]
топинги;[(0, 7, 'B-TYPE')]
топл;[(0, 4, 'B-TYPE')]
топлегое;[(0, 8, 'B-TYPE')]
топленное;[(0, 9, 'B-TYPE')]
топленное вкусня;[(0, 9, 'B-TYPE'), (10, 16, 'B-BRAND')]
топленное вкусняе;[(0, 9, 'B-TYPE'), (10, 17, 'B-BRAND')]
топленное вкусняев;[(0, 9, 'B-TYPE'), (10, 18, 'B-BRAND')]
топленное волжаноч;[(0, 9, 'B-TYPE'), (10, 18, 'B-BRAND')]
топленное волжаночк;[(0, 9, 'B-TYPE'), (10, 19, 'B-BRAND')]
топленное волжаночка;[(0, 9, 'B-TYPE'), (10, 20, 'B-BRAND')]
топленное даренка;[(0, 9, 'B-TYPE'), (10, 17, 'B-BRAND')]
топленное рам;[(0, 9, 'B-TYPE'), (10, 13, 'B-BRAND')]
топленное рамо;[(0, 9, 'B-TYPE'), (10, 14, 'B-BRAND')]
топленное рамоз;[(0, 9, 'B-TYPE'), (10, 15, 'B-BRAND')]
топленное томмоло;[(0, 9, 'B-TYPE'), (10, 17, 'B-BRAND')]
топленное томмолок;[(0, 9, 'B-TYPE'), (10, 18, 'B-BRAND')]
топленное томмолоко;[(0, 9, 'B-TYPE'), (10, 19, 'B-BRAND')]
топлено;[(0, 7, 'B-TYPE')]
топленое;[(0, 8, 'B-TYPE')]
топленое масло;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]
топленое молоко;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE')]
топленое пестрав;[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND')]
топленое пестравк;[(0, 8, 'B-TYPE'), (9, 17, 'B-BRAND')]
топленое пестравка;[(0, 8, 'B-TYPE'), (9, 18, 'B-BRAND')]
топленочка;[(0, 10, 'B-TYPE')]
топлён;[(0, 6, 'B-TYPE')]
топлёное масло;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]
топлёное молоко;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE')]
топлёное молоко печенье;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE'), (16, 23, 'B-TYPE')]
топоеное;[(0, 8, 'B-TYPE')]
топоны;[(0, 6, 'B-TYPE')]
топт;[(0, 4, 'B-TYPE')]
топтоежка;[(0, 9, 'B-TYPE')]
топтыжка;[(0, 8, 'B-TYPE')]
топтышк;[(0, 7, 'B-TYPE')]
топтышка;[(0, 8, 'B-TYPE')]
тор;[(0, 3, 'B-TYPE')]
торафий;[(0, 7, 'O')]
торгадо;[(0, 7, 'B-BRAND')]
торелка с крышкой;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 17, 'O')]
торес;[(0, 5, 'B-BRAND')]
торилья;[(0, 7, 'B-TYPE')]
торит;[(0, 5, 'B-TYPE')]
торияки;[(0, 7, 'B-TYPE')]
тормы;[(0, 5, 'B-TYPE')]
торнтицы;[(0, 8, 'B-TYPE')]
торны;[(0, 5, 'B-TYPE')]
торожок;[(0, 7, 'B-TYPE')]
торрт;[(0, 5, 'B-TYPE')]
торт;[(0, 4, 'B-TYPE')]
торт альтервест;[(0, 4, 'B-TYPE'), (5, 15, 'B-BRAND')]
торт балтийский;[(0, 4, 'B-TYPE'), (5, 15, 'I-TYPE')]
торт ва;[(0, 4, 'B-TYPE'), (5, 7, 'I-TYPE')]
торт вафе;[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE')]
торт вафель;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE')]
торт вкус детства;[(0, 4, 'B-TYPE'), (5, 9, 'O'), (10, 17, 'O')]
торт карамельный;[(0, 4, 'B-TYPE'), (5, 16, 'I-TYPE')]
торт киевский;[(0, 4, 'B-TYPE'), (5, 13, 'I-TYPE')]
торт медовик;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE')]
торт мирель;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE')]
торт наполеон;[(0, 4, 'B-TYPE'), (5, 13, 'I-TYPE')]
торт панчо;[(0, 4, 'B-TYPE'), (5, 10, 'I-TYPE')]
торт пломбир;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE')]
торт полярный;[(0, 4, 'B-TYPE'), (5, 13, 'I-TYPE')]
торт птичка;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE')]
торт суфле;[(0, 4, 'B-TYPE'), (5, 10, 'I-TYPE')]
торт тирамису;[(0, 4, 'B-TYPE'), (5, 13, 'I-TYPE')]
торт тортугали;[(0, 4, 'B-TYPE'), (5, 14, 'B-BRAND')]
торт чародейка;[(0, 4, 'B-TYPE'), (5, 14, 'I-TYPE')]
торт шарлиз;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE')]
торт.;[(0, 5, 'B-TYPE')]
торт1;[(0, 5, 'B-TYPE')]
торт3;[(0, 5, 'B-TYPE')]
торт9;[(0, 5, 'B-TYPE')]
торта s;[(0, 5, 'B-TYPE'), (6, 7, 'B-BRAND')]
торта sem;[(0, 5, 'B-TYPE'), (6, 9, 'B-BRAND')]
торталетк;[(0, 9, 'B-TYPE')]
торталетки;[(0, 10, 'B-TYPE')]
торталетуи;[(0, 10, 'B-TYPE')]
тортаьетки;[(0, 10, 'B-TYPE')]
тортв;[(0, 5, 'B-TYPE')]
торти car;[(0, 5, 'B-TYPE'), (6, 9, 'B-BRAND')]
торти cara;[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND')]
торти carat;[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND')]
торти гурма;[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND')]
торти гурман;[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND')]
тортик;[(0, 6, 'B-TYPE')]
тортик pet;[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND')]
тортик petra;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
тортик шарл;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
тортик шарли;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
тортик шарлиз;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]
тортилбя;[(0, 8, 'B-TYPE')]
тортили;[(0, 7, 'B-TYPE')]
тортилии;[(0, 8, 'B-TYPE')]
тортилий;[(0, 8, 'B-TYPE')]
тортилиль;[(0, 9, 'B-TYPE')]
тортилия;[(0, 8, 'B-TYPE')]
тортилл;[(0, 7, 'B-TYPE')]
тортилт;[(0, 7, 'B-TYPE')]
тортилтия;[(0, 9, 'B-TYPE')]
тортильи;[(0, 8, 'B-TYPE')]
тортильч;[(0, 8, 'B-TYPE')]
тортинья;[(0, 8, 'B-TYPE')]
тортиоья;[(0, 8, 'B-TYPE')]
тортитья;[(0, 8, 'B-TYPE')]
тортих;[(0, 6, 'B-TYPE')]
тортн;[(0, 5, 'B-TYPE')]
тортни;[(0, 6, 'B-TYPE')]
тортниц;[(0, 7, 'B-TYPE')]
тортницы;[(0, 8, 'B-TYPE')]
торто;[(0, 5, 'B-TYPE')]
торттлья;[(0, 8, 'B-TYPE')]
тортты;[(0, 6, 'B-TYPE')]
торты;[(0, 5, 'B-TYPE')]
торты хел;[(0, 5, 'B-TYPE'), (6, 9, 'B-BRAND')]
тортыжка;[(0, 8, 'B-TYPE')]
тортыю;[(0, 6, 'B-TYPE')]
тортьян;[(0, 7, 'B-TYPE')]
тортьяна;[(0, 8, 'B-TYPE')]
тортьянв;[(0, 8, 'B-TYPE')]
тортяна;[(0, 7, 'B-TYPE')]
тортһ;[(0, 5, 'B-TYPE')]
торф;[(0, 4, 'B-TYPE')]
тосаты;[(0, 6, 'B-TYPE')]
тоскана;[(0, 7, 'B-BRAND')]
тосте;[(0, 5, 'B-TYPE')]
тостер bra;[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND')]
тостер brau;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
тостер braun;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
тостер mar;[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND')]
тостер marta;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
тостер vig;[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND')]
тостер vigo;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
тостер vigor;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
тостер скарл;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
тостер скарле;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]
тостеры moulin;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND')]
тостеры mouline;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND')]
тостлвый;[(0, 8, 'B-TYPE')]
тостоавй;[(0, 8, 'B-TYPE')]
тостов;[(0, 6, 'B-TYPE')]
тостовфй;[(0, 8, 'B-TYPE')]
тостовы;[(0, 7, 'B-TYPE')]
тостовый;[(0, 8, 'B-TYPE')]
тостовый хлеб;[(0, 8, 'B-TYPE'), (9, 13, 'I-TYPE')]
тостовыц;[(0, 8, 'B-TYPE')]
тосты;[(0, 5, 'B-TYPE')]
тотаты;[(0, 6, 'B-TYPE')]
тоубочка;[(0, 8, 'B-TYPE')]
тоф;[(0, 3, 'B-TYPE')]
тофу;[(0, 4, 'B-TYPE')]
точпка доя пооа;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 15, 'O')]
точтовый;[(0, 8, 'B-TYPE')]
тояпка;[(0, 6, 'B-TYPE')]
тояпка на швабра;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 16, 'O')]
тояпки;[(0, 6, 'B-TYPE')]
тпленное;[(0, 8, 'B-TYPE')]
тпяпка;[(0, 6, 'B-TYPE')]
тпяпки;[(0, 6, 'B-TYPE')]
травяной чай;[(0, 8, 'B-TYPE'), (9, 12, 'I-TYPE')]
традиционная;[(0, 12, 'B-TYPE')]
трансформер;[(0, 11, 'B-TYPE')]
трапеза тимь;[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE')]
тратолетки;[(0, 10, 'B-TYPE')]
трвсы;[(0, 5, 'B-TYPE')]
трек;[(0, 4, 'O')]
трес;[(0, 4, 'B-TYPE')]
треск,;[(0, 6, 'B-TYPE')]
треска;[(0, 6, 'B-TYPE')]
треска embo;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
треска embor;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
треска emborg;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]
треска pingv;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
треска pingvi;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]
треска pingvin;[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND')]
треска vic;[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND')]
треска vici;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
трески;[(0, 6, 'B-TYPE')]
трески agam;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
трески agama;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
трески fish;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
трески fishk;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
трески fishka;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]
трески флипп;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
трески флиппе;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]
трески флиппер;[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND')]
тресковые;[(0, 9, 'B-TYPE')]
треской;[(0, 7, 'B-TYPE')]
три коровы два кота;[(0, 3, 'B-BRAND'), (4, 10, 'I-BRAND'), (11, 14, 'I-BRAND'), (15, 19, 'I-BRAND')]
три корочки;[(0, 3, 'B-BRAND'), (4, 11, 'I-BRAND')]
три перца;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE')]
триаты;[(0, 6, 'B-TYPE')]
трио;[(0, 4, 'B-BRAND')]
трипсы;[(0, 6, 'B-TYPE')]
трисеме;[(0, 7, 'B-TYPE')]
трияки;[(0, 6, 'B-TYPE')]
трни, грифели;[(0, 5, 'O'), (6, 13, 'O')]
тройник;[(0, 7, 'B-TYPE')]
тройное;[(0, 7, 'B-TYPE')]
тропичес;[(0, 8, 'B-TYPE')]
тропический;[(0, 11, 'B-TYPE')]
тропический микс;[(0, 11, 'B-TYPE'), (12, 16, 'I-TYPE')]
тропическое манго;[(0, 11, 'B-TYPE'), (12, 17, 'I-TYPE')]
трородный;[(0, 9, 'B-TYPE')]
тросниковы;[(0, 10, 'B-TYPE')]
тросниковый;[(0, 11, 'B-TYPE')]
тросниковый сахар;[(0, 11, 'B-TYPE'), (12, 17, 'I-TYPE')]
тросниковыйу;[(0, 12, 'B-TYPE')]
тросниковыйц;[(0, 12, 'B-TYPE')]
тростниковы;[(0, 11, 'B-TYPE')]
тростниковый;[(0, 12, 'B-TYPE')]
тростниковый сах;[(0, 12, 'B-TYPE'), (13, 16, 'I-TYPE')]
тростниковый сахар;[(0, 12, 'B-TYPE'), (13, 18, 'I-TYPE')]
трпка;[(0, 5, 'B-TYPE')]
трстовый;[(0, 8, 'B-TYPE')]
тртория;[(0, 7, 'B-TYPE')]
труcйы;[(0, 6, 'B-TYPE')]
труcы;[(0, 5, 'B-TYPE')]
труcы omsa;[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND')]
труба;[(0, 5, 'B-TYPE')]
трубоч;[(0, 6, 'B-TYPE')]
трубочка;[(0, 8, 'B-TYPE')]
трубочка белоч;[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND')]
трубочка белочк;[(0, 8, 'B-TYPE'), (9, 15, 'B-BRAND')]
трубочка дмитровск;[(0, 8, 'B-TYPE'), (9, 18, 'B-BRAND')]
трубочка дмитровски;[(0, 8, 'B-TYPE'), (9, 19, 'B-BRAND')]
трубочка дмитровский;[(0, 8, 'B-TYPE'), (9, 20, 'B-BRAND')]
трубочка колиб;[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND')]
трубочка колибр;[(0, 8, 'B-TYPE'), (9, 15, 'B-BRAND')]
трубочка колибри;[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND')]
трубочка лим;[(0, 8, 'B-TYPE'), (9, 12, 'B-BRAND')]
трубочкв;[(0, 8, 'B-TYPE')]
трубочки;[(0, 8, 'B-TYPE')]
трубочки а;[(0, 8, 'B-TYPE'), (9, 10, 'B-BRAND')]
трубочки ам;[(0, 8, 'B-TYPE'), (9, 11, 'B-BRAND')]
трубочки бля молока;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 19, 'O')]
трубочки доя молока;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 19, 'O')]
трубочки с кремом;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 17, 'O')]
трубочки со вкусом;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 18, 'O')]
трубочки со сгушенкой;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 21, 'O')]
трубочкищ;[(0, 9, 'B-TYPE')]
трубочкп;[(0, 8, 'B-TYPE')]
трубояка;[(0, 8, 'B-TYPE')]
трубы;[(0, 5, 'B-TYPE')]
трупочки;[(0, 8, 'B-TYPE')]
трусво;[(0, 6, 'B-TYPE')]
труси;[(0, 5, 'B-TYPE')]
трусик;[(0, 6, 'B-TYPE')]
трусики huggi;[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]
трусики huggie;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND')]
трусики huggies;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND')]
трусики lovul;[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]
трусики lovula;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND')]
трусики lovular;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND')]
трусики mara;[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND')]
трусики мери;[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND')]
трусики мерис;[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]
трусики мерисы;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND')]
трусики подгузники;[(0, 7, 'B-TYPE'), (8, 18, 'I-TYPE')]
